filepath,cluster_id
data/corel1k/africans/78.jpg,8
data/corel1k/africans/79.jpg,1
data/corel1k/africans/8.jpg,2
data/corel1k/africans/80.jpg,2
data/corel1k/africans/81.jpg,0
data/corel1k/africans/82.jpg,0
data/corel1k/africans/83.jpg,0
data/corel1k/africans/84.jpg,0
data/corel1k/africans/85.jpg,0
data/corel1k/africans/86.jpg,7
data/corel1k/africans/87.jpg,0
data/corel1k/africans/88.jpg,3
data/corel1k/africans/89.jpg,0
data/corel1k/africans/9.jpg,0
data/corel1k/africans/90.jpg,0
data/corel1k/africans/91.jpg,0
data/corel1k/africans/92.jpg,2
data/corel1k/africans/93.jpg,0
data/corel1k/africans/94.jpg,2
data/corel1k/africans/95.jpg,4
data/corel1k/africans/96.jpg,2
data/corel1k/africans/97.jpg,2
data/corel1k/africans/98.jpg,5
data/corel1k/africans/99.jpg,0
data/corel1k/beaches/100.jpg,2
data/corel1k/beaches/101.jpg,7
data/corel1k/beaches/102.jpg,8
data/corel1k/beaches/103.jpg,7
data/corel1k/beaches/104.jpg,2
data/corel1k/beaches/105.jpg,0
data/corel1k/beaches/106.jpg,7
data/corel1k/beaches/107.jpg,3
data/corel1k/beaches/108.jpg,2
data/corel1k/beaches/109.jpg,7
data/corel1k/beaches/110.jpg,2
data/corel1k/beaches/111.jpg,8
data/corel1k/beaches/112.jpg,8
data/corel1k/beaches/113.jpg,8
data/corel1k/beaches/114.jpg,0
data/corel1k/beaches/115.jpg,3
data/corel1k/beaches/116.jpg,8
data/corel1k/beaches/117.jpg,8
data/corel1k/beaches/118.jpg,8
data/corel1k/beaches/119.jpg,7
data/corel1k/beaches/120.jpg,7
data/corel1k/beaches/121.jpg,8
data/corel1k/beaches/122.jpg,8
data/corel1k/beaches/123.jpg,2
data/corel1k/beaches/124.jpg,7
data/corel1k/beaches/125.jpg,8
data/corel1k/beaches/126.jpg,8
data/corel1k/beaches/127.jpg,5
data/corel1k/beaches/128.jpg,5
data/corel1k/beaches/129.jpg,8
data/corel1k/beaches/130.jpg,7
data/corel1k/beaches/131.jpg,7
data/corel1k/beaches/132.jpg,8
data/corel1k/beaches/133.jpg,2
data/corel1k/beaches/134.jpg,2
data/corel1k/beaches/135.jpg,8
data/corel1k/beaches/136.jpg,7
data/corel1k/beaches/137.jpg,7
data/corel1k/beaches/138.jpg,7
data/corel1k/beaches/139.jpg,2
data/corel1k/beaches/140.jpg,3
data/corel1k/beaches/141.jpg,8
data/corel1k/beaches/142.jpg,8
data/corel1k/beaches/143.jpg,7
data/corel1k/beaches/144.jpg,3
data/corel1k/beaches/145.jpg,8
data/corel1k/beaches/146.jpg,7
data/corel1k/beaches/147.jpg,3
data/corel1k/beaches/148.jpg,7
data/corel1k/beaches/149.jpg,7
data/corel1k/beaches/150.jpg,8
data/corel1k/beaches/151.jpg,3
data/corel1k/beaches/152.jpg,7
data/corel1k/beaches/153.jpg,0
data/corel1k/beaches/154.jpg,7
data/corel1k/beaches/155.jpg,7
data/corel1k/beaches/156.jpg,8
data/corel1k/beaches/157.jpg,7
data/corel1k/beaches/158.jpg,7
data/corel1k/beaches/159.jpg,7
data/corel1k/beaches/160.jpg,4
data/corel1k/beaches/161.jpg,7
data/corel1k/beaches/162.jpg,8
data/corel1k/beaches/163.jpg,7
data/corel1k/beaches/164.jpg,5
data/corel1k/beaches/165.jpg,7
data/corel1k/beaches/166.jpg,8
data/corel1k/beaches/167.jpg,4
data/corel1k/beaches/168.jpg,2
data/corel1k/beaches/169.jpg,8
data/corel1k/beaches/170.jpg,2
data/corel1k/beaches/171.jpg,0
data/corel1k/beaches/172.jpg,8
data/corel1k/beaches/173.jpg,8
data/corel1k/beaches/174.jpg,3
data/corel1k/beaches/175.jpg,8
data/corel1k/beaches/176.jpg,8
data/corel1k/beaches/177.jpg,8
data/corel1k/beaches/178.jpg,3
data/corel1k/beaches/179.jpg,8
data/corel1k/beaches/180.jpg,8
data/corel1k/beaches/181.jpg,7
data/corel1k/beaches/182.jpg,4
data/corel1k/beaches/183.jpg,8
data/corel1k/beaches/184.jpg,8
data/corel1k/beaches/185.jpg,7
data/corel1k/beaches/186.jpg,7
data/corel1k/beaches/187.jpg,8
data/corel1k/beaches/188.jpg,7
data/corel1k/beaches/189.jpg,4
data/corel1k/beaches/190.jpg,2
data/corel1k/beaches/191.jpg,8
data/corel1k/beaches/192.jpg,7
data/corel1k/beaches/193.jpg,8
data/corel1k/beaches/194.jpg,8
data/corel1k/beaches/195.jpg,8
data/corel1k/beaches/196.jpg,8
data/corel1k/beaches/197.jpg,7
data/corel1k/beaches/198.jpg,7
data/corel1k/beaches/199.jpg,7
data/corel1k/buildings/200.jpg,5
data/corel1k/buildings/201.jpg,4
data/corel1k/buildings/202.jpg,5
data/corel1k/buildings/203.jpg,0
data/corel1k/buildings/204.jpg,8
data/corel1k/buildings/205.jpg,5
data/corel1k/buildings/206.jpg,5
data/corel1k/buildings/207.jpg,5
data/corel1k/buildings/208.jpg,0
data/corel1k/buildings/209.jpg,8
data/corel1k/buildings/210.jpg,0
data/corel1k/buildings/211.jpg,5
data/corel1k/buildings/212.jpg,0
data/corel1k/buildings/213.jpg,5
data/corel1k/buildings/214.jpg,5
data/corel1k/buildings/215.jpg,5
data/corel1k/buildings/216.jpg,8
data/corel1k/buildings/217.jpg,7
data/corel1k/buildings/218.jpg,8
data/corel1k/buildings/219.jpg,5
data/corel1k/buildings/220.jpg,5
data/corel1k/buildings/221.jpg,2
data/corel1k/buildings/222.jpg,3
data/corel1k/buildings/223.jpg,0
data/corel1k/buildings/224.jpg,5
data/corel1k/buildings/225.jpg,0
data/corel1k/buildings/226.jpg,8
data/corel1k/buildings/227.jpg,5
data/corel1k/buildings/228.jpg,4
data/corel1k/buildings/229.jpg,5
data/corel1k/buildings/230.jpg,0
data/corel1k/buildings/231.jpg,0
data/corel1k/buildings/232.jpg,5
data/corel1k/buildings/233.jpg,0
data/corel1k/buildings/234.jpg,4
data/corel1k/buildings/235.jpg,5
data/corel1k/buildings/236.jpg,0
data/corel1k/buildings/237.jpg,2
data/corel1k/buildings/238.jpg,2
data/corel1k/buildings/239.jpg,8
data/corel1k/buildings/240.jpg,0
data/corel1k/buildings/241.jpg,5
data/corel1k/buildings/242.jpg,5
data/corel1k/buildings/243.jpg,5
data/corel1k/buildings/244.jpg,8
data/corel1k/buildings/245.jpg,9
data/corel1k/buildings/246.jpg,8
data/corel1k/buildings/247.jpg,4
data/corel1k/buildings/248.jpg,5
data/corel1k/buildings/249.jpg,2
data/corel1k/buildings/250.jpg,0
data/corel1k/buildings/251.jpg,5
data/corel1k/buildings/252.jpg,5
data/corel1k/buildings/253.jpg,3
data/corel1k/buildings/254.jpg,8
data/corel1k/buildings/255.jpg,2
data/corel1k/buildings/256.jpg,5
data/corel1k/buildings/257.jpg,2
data/corel1k/buildings/258.jpg,8
data/corel1k/buildings/259.jpg,2
data/corel1k/buildings/260.jpg,0
data/corel1k/buildings/261.jpg,0
data/corel1k/buildings/262.jpg,0
data/corel1k/buildings/263.jpg,5
data/corel1k/buildings/264.jpg,5
data/corel1k/buildings/265.jpg,5
data/corel1k/buildings/266.jpg,5
data/corel1k/buildings/267.jpg,2
data/corel1k/buildings/268.jpg,0
data/corel1k/buildings/269.jpg,0
data/corel1k/buildings/270.jpg,3
data/corel1k/buildings/271.jpg,7
data/corel1k/buildings/272.jpg,5
data/corel1k/buildings/273.jpg,9
data/corel1k/buildings/274.jpg,9
data/corel1k/buildings/275.jpg,7
data/corel1k/buildings/276.jpg,9
data/corel1k/buildings/277.jpg,2
data/corel1k/buildings/278.jpg,5
data/corel1k/buildings/279.jpg,7
data/corel1k/buildings/280.jpg,5
data/corel1k/buildings/281.jpg,4
data/corel1k/buildings/282.jpg,2
data/corel1k/buildings/283.jpg,5
data/corel1k/buildings/284.jpg,5
data/corel1k/buildings/285.jpg,7
data/corel1k/buildings/286.jpg,3
data/corel1k/buildings/287.jpg,4
data/corel1k/buildings/288.jpg,3
data/corel1k/buildings/289.jpg,8
data/corel1k/buildings/290.jpg,8
data/corel1k/buildings/291.jpg,2
data/corel1k/buildings/292.jpg,5
data/corel1k/buildings/293.jpg,8
data/corel1k/buildings/294.jpg,5
data/corel1k/buildings/295.jpg,0
data/corel1k/buildings/296.jpg,2
data/corel1k/buildings/297.jpg,4
data/corel1k/buildings/298.jpg,5
data/corel1k/buildings/299.jpg,5
data/corel1k/buses/300.jpg,4
data/corel1k/buses/301.jpg,4
data/corel1k/buses/302.jpg,4
data/corel1k/buses/303.jpg,4
data/corel1k/buses/304.jpg,4
data/corel1k/buses/305.jpg,4
data/corel1k/buses/306.jpg,4
data/corel1k/buses/307.jpg,4
data/corel1k/buses/308.jpg,4
data/corel1k/buses/309.jpg,7
data/corel1k/buses/310.jpg,4
data/corel1k/buses/311.jpg,4
data/corel1k/buses/312.jpg,4
data/corel1k/buses/313.jpg,4
data/corel1k/buses/314.jpg,4
data/corel1k/buses/315.jpg,4
data/corel1k/buses/316.jpg,4
data/corel1k/buses/317.jpg,0
data/corel1k/buses/318.jpg,4
data/corel1k/buses/319.jpg,7
data/corel1k/buses/320.jpg,2
data/corel1k/buses/321.jpg,4
data/corel1k/buses/322.jpg,4
data/corel1k/buses/323.jpg,7
data/corel1k/buses/324.jpg,4
data/corel1k/buses/325.jpg,4
data/corel1k/buses/326.jpg,2
data/corel1k/buses/327.jpg,4
data/corel1k/buses/328.jpg,4
data/corel1k/buses/329.jpg,4
data/corel1k/buses/330.jpg,4
data/corel1k/buses/331.jpg,4
data/corel1k/buses/332.jpg,2
data/corel1k/buses/333.jpg,4
data/corel1k/buses/334.jpg,8
data/corel1k/buses/335.jpg,4
data/corel1k/buses/336.jpg,4
data/corel1k/buses/337.jpg,4
data/corel1k/buses/338.jpg,7
data/corel1k/buses/339.jpg,4
data/corel1k/buses/340.jpg,4
data/corel1k/buses/341.jpg,4
data/corel1k/buses/342.jpg,4
data/corel1k/buses/343.jpg,3
data/corel1k/buses/344.jpg,4
data/corel1k/buses/345.jpg,4
data/corel1k/buses/346.jpg,4
data/corel1k/buses/347.jpg,7
data/corel1k/buses/348.jpg,4
data/corel1k/buses/349.jpg,4
data/corel1k/buses/350.jpg,4
data/corel1k/buses/351.jpg,4
data/corel1k/buses/352.jpg,4
data/corel1k/buses/353.jpg,4
data/corel1k/buses/354.jpg,4
data/corel1k/buses/355.jpg,4
data/corel1k/buses/356.jpg,4
data/corel1k/buses/357.jpg,8
data/corel1k/buses/358.jpg,4
data/corel1k/buses/359.jpg,4
data/corel1k/buses/360.jpg,4
data/corel1k/buses/361.jpg,4
data/corel1k/buses/362.jpg,4
data/corel1k/buses/363.jpg,4
data/corel1k/buses/364.jpg,8
data/corel1k/buses/365.jpg,2
data/corel1k/buses/366.jpg,4
data/corel1k/buses/367.jpg,4
data/corel1k/buses/368.jpg,4
data/corel1k/buses/369.jpg,4
data/corel1k/buses/370.jpg,4
data/corel1k/buses/371.jpg,4
data/corel1k/buses/372.jpg,4
data/corel1k/buses/373.jpg,5
data/corel1k/buses/374.jpg,7
data/corel1k/buses/375.jpg,4
data/corel1k/buses/376.jpg,4
data/corel1k/buses/377.jpg,4
data/corel1k/buses/378.jpg,4
data/corel1k/buses/379.jpg,4
data/corel1k/buses/380.jpg,4
data/corel1k/buses/381.jpg,4
data/corel1k/buses/382.jpg,4
data/corel1k/buses/383.jpg,4
data/corel1k/buses/384.jpg,7
data/corel1k/buses/385.jpg,4
data/corel1k/buses/386.jpg,4
data/corel1k/buses/387.jpg,4
data/corel1k/buses/388.jpg,7
data/corel1k/buses/389.jpg,4
data/corel1k/buses/390.jpg,4
data/corel1k/buses/391.jpg,4
data/corel1k/buses/392.jpg,4
data/corel1k/buses/393.jpg,4
data/corel1k/buses/394.jpg,4
data/corel1k/buses/395.jpg,8
data/corel1k/buses/396.jpg,4
data/corel1k/buses/397.jpg,4
data/corel1k/buses/398.jpg,4
data/corel1k/buses/399.jpg,4
data/corel1k/dinosaurs/400.jpg,1
data/corel1k/dinosaurs/401.jpg,1
data/corel1k/dinosaurs/402.jpg,1
data/corel1k/dinosaurs/403.jpg,1
data/corel1k/dinosaurs/404.jpg,1
data/corel1k/dinosaurs/405.jpg,1
data/corel1k/dinosaurs/406.jpg,1
data/corel1k/dinosaurs/407.jpg,1
data/corel1k/dinosaurs/408.jpg,1
data/corel1k/dinosaurs/409.jpg,1
data/corel1k/dinosaurs/410.jpg,1
data/corel1k/dinosaurs/411.jpg,1
data/corel1k/dinosaurs/412.jpg,1
data/corel1k/dinosaurs/413.jpg,1
data/corel1k/dinosaurs/414.jpg,1
data/corel1k/dinosaurs/415.jpg,1
data/corel1k/dinosaurs/416.jpg,1
data/corel1k/dinosaurs/417.jpg,1
data/corel1k/dinosaurs/418.jpg,1
data/corel1k/dinosaurs/419.jpg,1
data/corel1k/dinosaurs/420.jpg,1
data/corel1k/dinosaurs/421.jpg,1
data/corel1k/dinosaurs/422.jpg,1
data/corel1k/dinosaurs/423.jpg,1
data/corel1k/dinosaurs/424.jpg,1
data/corel1k/dinosaurs/425.jpg,1
data/corel1k/dinosaurs/426.jpg,1
data/corel1k/dinosaurs/427.jpg,1
data/corel1k/dinosaurs/428.jpg,1
data/corel1k/dinosaurs/429.jpg,1
data/corel1k/dinosaurs/430.jpg,1
data/corel1k/dinosaurs/431.jpg,1
data/corel1k/dinosaurs/432.jpg,1
data/corel1k/dinosaurs/433.jpg,1
data/corel1k/dinosaurs/434.jpg,1
data/corel1k/dinosaurs/435.jpg,1
data/corel1k/dinosaurs/436.jpg,1
data/corel1k/dinosaurs/437.jpg,1
data/corel1k/dinosaurs/438.jpg,1
data/corel1k/dinosaurs/439.jpg,1
data/corel1k/dinosaurs/440.jpg,1
data/corel1k/dinosaurs/441.jpg,1
data/corel1k/dinosaurs/442.jpg,1
data/corel1k/dinosaurs/443.jpg,1
data/corel1k/dinosaurs/444.jpg,1
data/corel1k/dinosaurs/445.jpg,1
data/corel1k/dinosaurs/446.jpg,1
data/corel1k/dinosaurs/447.jpg,1
data/corel1k/dinosaurs/448.jpg,1
data/corel1k/dinosaurs/449.jpg,1
data/corel1k/dinosaurs/450.jpg,1
data/corel1k/dinosaurs/451.jpg,1
data/corel1k/dinosaurs/452.jpg,1
data/corel1k/dinosaurs/453.jpg,1
data/corel1k/dinosaurs/454.jpg,1
data/corel1k/dinosaurs/455.jpg,1
data/corel1k/dinosaurs/456.jpg,1
data/corel1k/dinosaurs/457.jpg,1
data/corel1k/dinosaurs/458.jpg,1
data/corel1k/dinosaurs/459.jpg,1
data/corel1k/dinosaurs/460.jpg,1
data/corel1k/dinosaurs/461.jpg,1
data/corel1k/dinosaurs/462.jpg,1
data/corel1k/dinosaurs/463.jpg,1
data/corel1k/dinosaurs/464.jpg,1
data/corel1k/dinosaurs/465.jpg,1
data/corel1k/dinosaurs/466.jpg,1
data/corel1k/dinosaurs/467.jpg,1
data/corel1k/dinosaurs/468.jpg,1
data/corel1k/dinosaurs/469.jpg,1
data/corel1k/dinosaurs/470.jpg,1
data/corel1k/dinosaurs/471.jpg,1
data/corel1k/dinosaurs/472.jpg,1
data/corel1k/dinosaurs/473.jpg,1
data/corel1k/dinosaurs/474.jpg,1
data/corel1k/dinosaurs/475.jpg,1
data/corel1k/dinosaurs/476.jpg,1
data/corel1k/dinosaurs/477.jpg,1
data/corel1k/dinosaurs/478.jpg,1
data/corel1k/dinosaurs/479.jpg,1
data/corel1k/dinosaurs/480.jpg,1
data/corel1k/dinosaurs/481.jpg,1
data/corel1k/dinosaurs/482.jpg,1
data/corel1k/dinosaurs/483.jpg,1
data/corel1k/dinosaurs/484.jpg,1
data/corel1k/dinosaurs/485.jpg,1
data/corel1k/dinosaurs/486.jpg,1
data/corel1k/dinosaurs/487.jpg,1
data/corel1k/dinosaurs/488.jpg,1
data/corel1k/dinosaurs/489.jpg,1
data/corel1k/dinosaurs/490.jpg,1
data/corel1k/dinosaurs/491.jpg,1
data/corel1k/dinosaurs/492.jpg,1
data/corel1k/dinosaurs/493.jpg,1
data/corel1k/dinosaurs/494.jpg,1
data/corel1k/dinosaurs/495.jpg,1
data/corel1k/dinosaurs/496.jpg,1
data/corel1k/dinosaurs/497.jpg,1
data/corel1k/dinosaurs/498.jpg,1
data/corel1k/dinosaurs/499.jpg,1
data/corel1k/elephants/500.jpg,8
data/corel1k/elephants/501.jpg,2
data/corel1k/elephants/502.jpg,8
data/corel1k/elephants/503.jpg,2
data/corel1k/elephants/504.jpg,7
data/corel1k/elephants/505.jpg,3
data/corel1k/elephants/506.jpg,2
data/corel1k/elephants/507.jpg,3
data/corel1k/elephants/508.jpg,3
data/corel1k/elephants/509.jpg,3
data/corel1k/elephants/510.jpg,2
data/corel1k/elephants/511.jpg,2
data/corel1k/elephants/512.jpg,2
data/corel1k/elephants/513.jpg,3
data/corel1k/elephants/514.jpg,3
data/corel1k/elephants/515.jpg,2
data/corel1k/elephants/516.jpg,2
data/corel1k/elephants/517.jpg,5
data/corel1k/elephants/518.jpg,2
data/corel1k/elephants/519.jpg,2
data/corel1k/elephants/520.jpg,2
data/corel1k/elephants/521.jpg,3
data/corel1k/elephants/522.jpg,2
data/corel1k/elephants/523.jpg,3
data/corel1k/elephants/524.jpg,8
data/corel1k/elephants/525.jpg,3
data/corel1k/elephants/526.jpg,2
data/corel1k/elephants/527.jpg,5
data/corel1k/elephants/528.jpg,5
data/corel1k/elephants/529.jpg,8
data/corel1k/elephants/530.jpg,3
data/corel1k/elephants/531.jpg,2
data/corel1k/elephants/532.jpg,3
data/corel1k/elephants/533.jpg,2
data/corel1k/elephants/534.jpg,2
data/corel1k/elephants/535.jpg,3
data/corel1k/elephants/536.jpg,3
data/corel1k/elephants/537.jpg,3
data/corel1k/elephants/538.jpg,2
data/corel1k/elephants/539.jpg,3
data/corel1k/elephants/540.jpg,3
data/corel1k/elephants/541.jpg,2
data/corel1k/elephants/542.jpg,2
data/corel1k/elephants/543.jpg,3
data/corel1k/elephants/544.jpg,3
data/corel1k/elephants/545.jpg,3
data/corel1k/elephants/546.jpg,2
data/corel1k/elephants/547.jpg,3
data/corel1k/elephants/548.jpg,3
data/corel1k/elephants/549.jpg,2
data/corel1k/elephants/550.jpg,2
data/corel1k/elephants/551.jpg,2
data/corel1k/elephants/552.jpg,3
data/corel1k/elephants/553.jpg,7
data/corel1k/elephants/554.jpg,2
data/corel1k/elephants/555.jpg,4
data/corel1k/elephants/556.jpg,3
data/corel1k/elephants/557.jpg,2
data/corel1k/elephants/558.jpg,3
data/corel1k/elephants/559.jpg,3
data/corel1k/elephants/560.jpg,2
data/corel1k/elephants/561.jpg,3
data/corel1k/elephants/562.jpg,2
data/corel1k/elephants/563.jpg,2
data/corel1k/elephants/564.jpg,3
data/corel1k/elephants/565.jpg,3
data/corel1k/elephants/566.jpg,5
data/corel1k/elephants/567.jpg,2
data/corel1k/elephants/568.jpg,2
data/corel1k/elephants/569.jpg,5
data/corel1k/elephants/570.jpg,3
data/corel1k/elephants/571.jpg,3
data/corel1k/elephants/572.jpg,2
data/corel1k/elephants/573.jpg,3
data/corel1k/elephants/574.jpg,2
data/corel1k/elephants/575.jpg,2
data/corel1k/elephants/576.jpg,2
data/corel1k/elephants/577.jpg,3
data/corel1k/elephants/578.jpg,3
data/corel1k/elephants/579.jpg,5
data/corel1k/elephants/580.jpg,2
data/corel1k/elephants/581.jpg,2
data/corel1k/elephants/582.jpg,7
data/corel1k/elephants/583.jpg,2
data/corel1k/elephants/584.jpg,5
data/corel1k/elephants/585.jpg,8
data/corel1k/elephants/586.jpg,5
data/corel1k/elephants/587.jpg,2
data/corel1k/elephants/588.jpg,2
data/corel1k/elephants/589.jpg,5
data/corel1k/elephants/590.jpg,5
data/corel1k/elephants/591.jpg,7
data/corel1k/elephants/592.jpg,5
data/corel1k/elephants/593.jpg,5
data/corel1k/elephants/594.jpg,2
data/corel1k/elephants/595.jpg,5
data/corel1k/elephants/596.jpg,7
data/corel1k/elephants/597.jpg,2
data/corel1k/elephants/598.jpg,8
data/corel1k/elephants/599.jpg,1
data/corel1k/flowers/600.jpg,6
data/corel1k/flowers/601.jpg,2
data/corel1k/flowers/602.jpg,2
data/corel1k/flowers/603.jpg,6
data/corel1k/flowers/604.jpg,6
data/corel1k/flowers/605.jpg,6
data/corel1k/flowers/606.jpg,9
data/corel1k/flowers/607.jpg,9
data/corel1k/flowers/608.jpg,2
data/corel1k/flowers/609.jpg,6
data/corel1k/flowers/610.jpg,2
data/corel1k/flowers/611.jpg,6
data/corel1k/flowers/612.jpg,6
data/corel1k/flowers/613.jpg,6
data/corel1k/flowers/614.jpg,6
data/corel1k/flowers/615.jpg,6
data/corel1k/flowers/616.jpg,0
data/corel1k/flowers/617.jpg,6
data/corel1k/flowers/618.jpg,6
data/corel1k/flowers/619.jpg,0
data/corel1k/flowers/620.jpg,0
data/corel1k/flowers/621.jpg,6
data/corel1k/flowers/622.jpg,9
data/corel1k/flowers/623.jpg,6
data/corel1k/flowers/624.jpg,0
data/corel1k/flowers/625.jpg,6
data/corel1k/flowers/626.jpg,6
data/corel1k/flowers/627.jpg,6
data/corel1k/flowers/628.jpg,6
data/corel1k/flowers/629.jpg,0
data/corel1k/flowers/630.jpg,0
data/corel1k/flowers/631.jpg,6
data/corel1k/flowers/632.jpg,6
data/corel1k/flowers/633.jpg,6
data/corel1k/flowers/634.jpg,0
data/corel1k/flowers/635.jpg,6
data/corel1k/flowers/636.jpg,6
data/corel1k/flowers/637.jpg,6
data/corel1k/flowers/638.jpg,9
data/corel1k/flowers/639.jpg,6
data/corel1k/flowers/640.jpg,0
data/corel1k/flowers/641.jpg,6
data/corel1k/flowers/642.jpg,6
data/corel1k/flowers/643.jpg,0
data/corel1k/flowers/644.jpg,6
data/corel1k/flowers/645.jpg,9
data/corel1k/flowers/646.jpg,0
data/corel1k/flowers/647.jpg,6
data/corel1k/flowers/648.jpg,6
data/corel1k/flowers/649.jpg,6
data/corel1k/flowers/650.jpg,9
data/corel1k/flowers/651.jpg,6
data/corel1k/flowers/652.jpg,6
data/corel1k/flowers/653.jpg,6
data/corel1k/flowers/654.jpg,2
data/corel1k/flowers/655.jpg,9
data/corel1k/flowers/656.jpg,9
data/corel1k/flowers/657.jpg,0
data/corel1k/flowers/658.jpg,6
data/corel1k/flowers/659.jpg,9
data/corel1k/flowers/660.jpg,6
data/corel1k/flowers/661.jpg,6
data/corel1k/flowers/662.jpg,9
data/corel1k/flowers/663.jpg,6
data/corel1k/flowers/664.jpg,6
data/corel1k/flowers/665.jpg,9
data/corel1k/flowers/666.jpg,9
data/corel1k/flowers/667.jpg,0
data/corel1k/flowers/668.jpg,2
data/corel1k/flowers/669.jpg,0
data/corel1k/flowers/670.jpg,0
data/corel1k/flowers/671.jpg,9
data/corel1k/flowers/672.jpg,0
data/corel1k/flowers/673.jpg,0
data/corel1k/flowers/674.jpg,4
data/corel1k/flowers/675.jpg,9
data/corel1k/flowers/676.jpg,8
data/corel1k/flowers/677.jpg,9
data/corel1k/flowers/678.jpg,9
data/corel1k/flowers/679.jpg,6
data/corel1k/flowers/680.jpg,2
data/corel1k/flowers/681.jpg,9
data/corel1k/flowers/682.jpg,9
data/corel1k/flowers/683.jpg,0
data/corel1k/flowers/684.jpg,9
data/corel1k/flowers/685.jpg,9
data/corel1k/flowers/686.jpg,9
data/corel1k/flowers/687.jpg,9
data/corel1k/flowers/688.jpg,9
data/corel1k/flowers/689.jpg,2
data/corel1k/flowers/690.jpg,0
data/corel1k/flowers/691.jpg,3
data/corel1k/flowers/692.jpg,6
data/corel1k/flowers/693.jpg,2
data/corel1k/flowers/694.jpg,2
data/corel1k/flowers/695.jpg,2
data/corel1k/flowers/696.jpg,2
data/corel1k/flowers/697.jpg,7
data/corel1k/flowers/698.jpg,0
data/corel1k/flowers/699.jpg,0
data/corel1k/food/900.jpg,2
data/corel1k/food/901.jpg,3
data/corel1k/food/902.jpg,8
data/corel1k/food/903.jpg,2
data/corel1k/food/904.jpg,4
data/corel1k/food/905.jpg,8
data/corel1k/food/906.jpg,2
data/corel1k/food/907.jpg,2
data/corel1k/food/908.jpg,2
data/corel1k/food/909.jpg,2
data/corel1k/food/910.jpg,2
data/corel1k/food/911.jpg,2
data/corel1k/food/912.jpg,2
data/corel1k/food/913.jpg,8
data/corel1k/food/914.jpg,2
data/corel1k/food/915.jpg,2
data/corel1k/food/916.jpg,4
data/corel1k/food/917.jpg,8
data/corel1k/food/918.jpg,0
data/corel1k/food/919.jpg,2
data/corel1k/food/920.jpg,2
data/corel1k/food/921.jpg,0
data/corel1k/food/922.jpg,7
data/corel1k/food/923.jpg,2
data/corel1k/food/924.jpg,0
data/corel1k/food/925.jpg,0
data/corel1k/food/926.jpg,2
data/corel1k/food/927.jpg,2
data/corel1k/food/928.jpg,4
data/corel1k/food/929.jpg,0
data/corel1k/food/930.jpg,2
data/corel1k/food/931.jpg,7
data/corel1k/food/932.jpg,2
data/corel1k/food/933.jpg,2
